hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_guests,total_nights,total_revenue,arrival_month_num,arrival_date,season,traveler_type,is_weekend_booking,has_special_request
City Hotel,0,59,2017,March,15,6,0,3,3,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,G,0,No Deposit,4,0,0,Transient,104.07,0,0,Check-Out,2016-11-10,4,3,312.21,3,2017-03-06,Spring,Group/Family,0,0
City Hotel,0,182,2017,November,9,23,1,6,2,0,0,BB,DEU,Corporate,Undefined,0,0,0,A,A,0,No Deposit,3,0,1,Transient,76.7,0,0,Check-Out,2018-05-26,2,7,536.9,11,2017-11-23,Autumn,Leisure,1,0
Resort Hotel,1,8,2018,October,7,7,3,1,4,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient,135.85,0,1,Canceled,2015-08-09,4,4,543.4,10,2018-10-07,Autumn,Group/Family,1,1
City Hotel,0,98,2017,August,23,15,2,3,3,0,2,Undefined,Unknown,Direct,Corporate,0,0,0,A,A,0,Non Refund,2,0,2,Transient-Party,111.38,0,1,Check-Out,2016-09-10,5,5,556.9,8,2017-08-15,Summer,Group/Family,1,1
City Hotel,1,87,2017,July,2,5,0,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,6,0,0,Transient-Party,113.97,0,1,Canceled,2016-10-05,1,1,113.97,7,2017-07-05,Summer,Leisure,0,1
City Hotel,0,84,2017,December,17,16,0,3,1,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,C,A,0,No Deposit,4,0,0,Transient,76.55,0,0,Check-Out,2017-10-02,1,3,229.65,12,2017-12-16,Winter,Leisure,0,0
City Hotel,0,203,2016,October,8,6,0,2,2,0,0,HB,DEU,Corporate,Direct,0,0,0,A,A,0,No Deposit,3,0,0,Transient,101.6,0,0,Check-Out,2016-10-31,2,2,203.2,10,2016-10-06,Autumn,Leisure,0,0
Resort Hotel,0,79,2018,July,4,3,2,2,3,1,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,0,0,Transient-Party,119.96,1,1,Check-Out,2015-12-30,4,4,479.84,7,2018-07-03,Summer,Group/Family,1,1
Resort Hotel,1,43,2018,September,14,12,2,2,2,0,0,BB,FIN,Online TA,Corporate,1,0,1,A,A,0,No Deposit,4,0,0,Transient,108.27,0,0,Canceled,2018-09-17,2,4,433.08,9,2018-09-12,Autumn,Leisure,1,0
City Hotel,0,57,2016,August,29,4,0,3,1,0,0,BB,DNK,Corporate,Corporate,1,0,1,A,A,0,No Deposit,0,0,0,Transient,154.13,0,1,No-Show,2017-11-04,1,3,462.39,8,2016-08-04,Summer,Leisure,0,1
Resort Hotel,0,4,2017,August,2,27,0,4,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,4,0,2,Transient-Party,151.78,0,0,No-Show,2018-03-27,1,4,607.12,8,2017-08-27,Summer,Last-Minute,0,0
Resort Hotel,0,203,2017,June,7,22,3,4,2,0,0,SC,Unknown,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,0,0,Transient-Party,133.78,0,2,Check-Out,2018-11-06,2,7,936.46,6,2017-06-22,Summer,Leisure,1,1
City Hotel,0,232,2018,July,43,3,1,3,2,0,0,BB,GBR,Offline TA/TO,Corporate,0,0,0,E,E,0,No Deposit,2,0,0,Transient,103.39,0,2,Check-Out,2016-08-26,2,4,413.56,7,2018-07-03,Summer,Leisure,1,1
Resort Hotel,0,169,2016,February,15,16,5,5,1,1,0,BB,IRL,Online TA,TA/TO,0,0,0,B,D,2,Non Refund,5,0,0,Transient,90.83,0,1,Check-Out,2019-07-15,2,10,908.3,2,2016-02-16,Winter,Leisure,1,1
City Hotel,0,143,2018,June,34,16,1,3,1,0,0,SC,RUS,Groups,Undefined,0,0,0,A,A,0,No Deposit,5,0,0,Transient,121.96,0,2,Check-Out,2019-08-07,1,4,487.84,6,2018-06-16,Summer,Leisure,1,1
Resort Hotel,1,17,2016,September,30,23,1,4,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,C,A,1,No Deposit,5,0,0,Transient-Party,155.73,0,2,Canceled,2016-05-14,1,5,778.65,9,2016-09-23,Autumn,Leisure,1,1
Resort Hotel,1,60,2017,December,8,19,1,2,1,0,0,BB,USA,Online TA,Undefined,0,1,0,A,B,2,Refundable,2,0,2,Contract,68.93,0,2,Canceled,2018-03-17,1,3,206.79,12,2017-12-19,Winter,Leisure,1,1
City Hotel,0,118,2019,December,5,15,3,3,2,1,0,BB,Unknown,Corporate,Direct,0,0,0,A,B,1,Non Refund,3,0,0,Contract,56.07,0,0,Check-Out,2016-12-24,3,6,336.42,12,2019-12-15,Winter,Group/Family,1,0
City Hotel,1,86,2018,August,40,9,2,1,3,0,0,BB,PRT,Online TA,Corporate,0,0,0,B,A,0,Refundable,5,0,15,Group,133.14,0,4,Canceled,2017-01-02,3,3,399.42,8,2018-08-09,Summer,Group/Family,1,1
City Hotel,0,78,2016,August,47,20,4,6,1,1,0,BB,RUS,Online TA,TA/TO,0,0,0,F,A,0,No Deposit,1,0,0,Transient,159.28,0,0,Check-Out,2019-05-02,2,10,1592.8,8,2016-08-20,Summer,Leisure,1,0
City Hotel,0,120,2019,April,47,2,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,1,0,2,A,A,4,No Deposit,7,0,0,Contract,62.11,0,0,Check-Out,2018-07-16,2,4,248.44,4,2019-04-02,Spring,Leisure,1,0
Resort Hotel,0,57,2018,September,40,6,2,5,1,0,0,FB,NOR,Direct,TA/TO,0,2,0,A,A,2,No Deposit,0,0,0,Transient,101.61,1,0,Check-Out,2019-02-17,1,7,711.27,9,2018-09-06,Autumn,Leisure,1,0
Resort Hotel,1,28,2019,February,18,14,0,2,2,0,1,FB,ESP,Online TA,TA/TO,1,0,5,A,A,1,No Deposit,0,0,10,Transient,63.28,0,2,Canceled,2017-10-15,3,2,126.56,2,2019-02-14,Winter,Group/Family,0,1
City Hotel,1,134,2018,May,4,9,2,0,2,3,0,HB,CHN,Corporate,TA/TO,0,0,0,A,C,0,No Deposit,3,0,0,Contract,93.71,0,2,Canceled,2017-03-25,5,2,187.42,5,2018-05-09,Spring,Group/Family,1,1
City Hotel,1,217,2018,August,16,10,0,2,3,0,0,BB,BRA,Offline TA/TO,TA/TO,0,2,0,E,A,2,No Deposit,7,0,0,Transient,137.31,0,0,Canceled,2015-10-13,3,2,274.62,8,2018-08-10,Summer,Group/Family,0,0
City Hotel,1,157,2019,May,37,26,0,4,2,1,0,BB,ESP,Online TA,TA/TO,1,1,2,A,D,1,No Deposit,1,0,0,Transient,72.24,0,1,Canceled,2015-10-16,3,4,288.96,5,2019-05-26,Spring,Group/Family,0,1
City Hotel,1,46,2017,February,20,18,5,1,2,0,0,Undefined,CHE,Offline TA/TO,TA/TO,1,1,2,D,A,0,No Deposit,0,0,0,Transient,50.35,0,0,Canceled,2015-12-31,2,6,302.1,2,2017-02-18,Winter,Leisure,1,0
City Hotel,0,71,2018,October,39,15,2,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0,0,15,Transient,83.14,0,0,Check-Out,2017-04-26,2,3,249.42,10,2018-10-15,Autumn,Leisure,1,0
City Hotel,0,15,2018,May,30,4,4,1,3,0,0,BB,Unknown,Online TA,TA/TO,0,0,0,B,B,0,Non Refund,0,1,0,Contract,75.08,0,1,Check-Out,2015-08-18,3,5,375.4,5,2018-05-04,Spring,Corporate,1,1
Resort Hotel,0,80,2016,February,42,5,0,1,3,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,B,2,Non Refund,0,0,0,Transient-Party,50.52,0,0,No-Show,2017-08-01,3,1,50.52,2,2016-02-05,Winter,Group/Family,0,0
City Hotel,1,88,2016,February,20,25,1,3,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,A,1,No Deposit,1,0,0,Transient,75.59,1,1,Canceled,2019-03-22,2,4,302.36,2,2016-02-25,Winter,Leisure,1,1
City Hotel,0,12,2017,May,19,23,4,5,2,0,0,SC,GBR,Online TA,TA/TO,1,0,4,D,A,0,No Deposit,1,0,0,Transient,78.43,1,2,Check-Out,2019-02-28,2,9,705.87,5,2017-05-23,Spring,Leisure,1,1
Resort Hotel,0,6,2018,April,35,21,1,2,1,0,0,HB,AUT,Groups,TA/TO,0,1,0,A,A,1,No Deposit,9,0,0,Transient,80.52,0,2,No-Show,2016-08-28,1,3,241.56,4,2018-04-21,Spring,Last-Minute,1,1
City Hotel,1,59,2018,October,10,6,1,4,2,2,0,BB,BRA,Online TA,Corporate,0,0,0,A,A,1,No Deposit,0,0,0,Transient,78.08,0,0,Canceled,2018-06-26,4,5,390.4,10,2018-10-06,Autumn,Group/Family,1,0
Resort Hotel,1,7,2018,June,22,25,2,2,3,0,0,BB,CHN,Online TA,TA/TO,1,0,1,C,A,0,No Deposit,9,0,0,Transient,127.48,0,0,Canceled,2016-09-22,3,4,509.92,6,2018-06-25,Summer,Group/Family,1,0
Resort Hotel,0,5,2016,October,43,15,2,5,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,B,A,0,No Deposit,1,0,0,Transient,99.05,0,0,Check-Out,2016-03-25,2,7,693.35,10,2016-10-15,Autumn,Last-Minute,1,0
City Hotel,0,39,2018,April,28,20,5,1,1,1,0,SC,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,0,0,0,Transient,68.84,0,1,Check-Out,2016-01-22,2,6,413.04,4,2018-04-20,Spring,Leisure,1,1
City Hotel,1,8,2019,July,12,2,1,3,2,0,0,HB,Unknown,Online TA,Undefined,0,0,0,A,A,0,No Deposit,7,0,0,Transient,117.1,0,0,Canceled,2015-09-03,2,4,468.4,7,2019-07-02,Summer,Leisure,1,0
City Hotel,0,41,2017,September,6,16,5,3,2,0,0,BB,ITA,Corporate,Direct,0,0,0,E,D,2,No Deposit,2,0,0,Contract,105.76,0,0,Check-Out,2016-12-05,2,8,846.08,9,2017-09-16,Autumn,Leisure,1,0
City Hotel,1,41,2018,August,44,5,4,1,2,0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,0,0,Transient,164.08,0,5,Canceled,2018-09-02,2,5,820.4,8,2018-08-05,Summer,Leisure,1,1
City Hotel,0,52,2018,August,34,23,1,1,3,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5,0,0,Transient-Party,134.64,0,1,Check-Out,2019-04-30,4,2,269.28,8,2018-08-23,Summer,Group/Family,1,1
City Hotel,0,54,2018,November,22,28,4,2,1,2,0,SC,PRT,Corporate,GDS,0,0,0,A,F,0,No Deposit,0,0,0,Transient,53.63,1,1,Check-Out,2015-12-28,3,6,321.78,11,2018-11-28,Autumn,Group/Family,1,1
City Hotel,0,67,2018,April,23,4,3,4,3,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,0,0,0,Transient,48.18,1,2,Check-Out,2015-08-13,3,7,337.26,4,2018-04-04,Spring,Group/Family,1,1
City Hotel,1,11,2019,July,38,28,4,5,1,0,0,HB,ITA,Online TA,TA/TO,0,1,0,E,F,0,No Deposit,7,0,1,Transient,138.93,0,3,Canceled,2018-04-09,1,9,1250.37,7,2019-07-28,Summer,Leisure,1,1
City Hotel,1,0,2017,November,50,1,4,4,2,0,0,HB,Unknown,Corporate,Corporate,0,0,0,E,E,0,No Deposit,0,0,0,Transient-Party,68.31,2,1,Canceled,2017-04-09,2,8,546.48,11,2017-11-01,Autumn,Last-Minute,1,1
Resort Hotel,0,14,2019,February,24,8,0,2,2,0,0,BB,FRA,Complementary,Corporate,0,0,0,A,D,0,No Deposit,1,0,3,Transient,82.05,0,0,Check-Out,2016-08-02,2,2,164.1,2,2019-02-08,Winter,Leisure,0,0
City Hotel,0,49,2017,February,40,21,4,1,2,2,0,BB,POL,Direct,TA/TO,0,0,0,A,D,0,No Deposit,4,0,0,Transient-Party,80.6,0,0,Check-Out,2018-07-11,4,5,403.0,2,2017-02-21,Winter,Group/Family,1,0
City Hotel,0,114,2017,May,19,10,2,3,2,0,0,BB,NLD,Groups,TA/TO,0,0,0,B,D,0,Non Refund,1,0,0,Transient-Party,74.92,0,1,Check-Out,2016-03-29,2,5,374.6,5,2017-05-10,Spring,Leisure,1,1
City Hotel,1,44,2016,August,20,15,2,2,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,B,G,1,No Deposit,0,0,0,Transient,119.45,0,1,Canceled,2018-02-26,1,4,477.8,8,2016-08-15,Summer,Leisure,1,1
Resort Hotel,0,11,2018,May,40,2,1,3,4,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,5,0,0,Transient,104.87,1,0,Check-Out,2019-01-13,4,4,419.48,5,2018-05-02,Spring,Group/Family,1,0
City Hotel,1,45,2018,April,30,19,2,2,2,0,0,BB,PRT,Online TA,TA/TO,1,0,4,A,D,0,No Deposit,1,0,0,Transient,126.17,0,2,Canceled,2018-04-23,2,4,504.68,4,2018-04-19,Spring,Leisure,1,1
Resort Hotel,1,39,2017,July,29,12,0,2,4,1,0,BB,FRA,Groups,TA/TO,0,1,0,A,A,0,No Deposit,9,0,5,Group,121.46,0,1,Canceled,2019-03-09,5,2,242.92,7,2017-07-12,Summer,Group/Family,0,1
Resort Hotel,0,18,2017,August,24,10,1,5,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,0,0,Transient,143.22,0,4,Check-Out,2018-02-08,3,6,859.32,8,2017-08-10,Summer,Group/Family,1,1
City Hotel,1,87,2019,May,41,12,2,3,2,0,0,BB,AUT,Offline TA/TO,Corporate,0,0,0,B,A,0,No Deposit,0,0,3,Transient-Party,106.73,0,0,Canceled,2017-04-01,2,5,533.65,5,2019-05-12,Spring,Leisure,1,0
Resort Hotel,0,1,2019,May,47,26,0,3,2,0,0,BB,BEL,Online TA,Direct,0,0,0,A,B,2,No Deposit,0,0,0,Transient,117.17,0,0,Check-Out,2017-12-08,2,3,351.51,5,2019-05-26,Spring,Last-Minute,0,0
City Hotel,1,24,2018,August,38,21,2,1,2,3,0,HB,POL,Online TA,TA/TO,0,1,0,A,B,0,No Deposit,0,0,0,Transient,125.01,0,3,Canceled,2016-05-02,5,3,375.03,8,2018-08-21,Summer,Group/Family,1,1
City Hotel,0,15,2018,December,24,27,3,2,1,0,0,BB,PRT,Direct,TA/TO,1,0,2,A,B,1,No Deposit,1,0,0,Transient,48.25,0,0,Check-Out,2016-10-22,1,5,241.25,12,2018-12-27,Winter,Leisure,1,0
City Hotel,0,436,2018,September,46,20,0,4,2,2,0,BB,NLD,Online TA,Direct,1,0,5,D,B,0,Non Refund,3,0,0,Transient,104.77,1,0,Check-Out,2019-04-30,4,4,419.08,9,2018-09-20,Autumn,Group/Family,0,0
City Hotel,0,268,2017,October,19,25,2,3,1,0,0,BB,FRA,Online TA,TA/TO,1,0,1,C,A,4,No Deposit,0,0,0,Transient-Party,121.3,0,0,Check-Out,2015-08-22,1,5,606.5,10,2017-10-25,Autumn,Leisure,1,0
City Hotel,0,129,2019,June,32,9,2,2,2,0,0,HB,USA,Offline TA/TO,TA/TO,0,0,0,G,B,1,No Deposit,0,0,0,Transient,96.13,0,2,Check-Out,2017-05-07,2,4,384.52,6,2019-06-09,Summer,Leisure,1,1
Resort Hotel,1,69,2017,May,33,8,3,6,2,0,0,BB,IRL,Online TA,Corporate,0,1,0,C,A,0,No Deposit,4,0,1,Transient,122.14,0,0,Canceled,2019-07-05,2,9,1099.26,5,2017-05-08,Spring,Leisure,1,0
City Hotel,0,12,2018,July,7,2,2,1,1,1,1,BB,GBR,Online TA,TA/TO,1,0,5,E,A,0,No Deposit,2,0,0,Transient,97.92,0,0,Check-Out,2016-01-12,3,3,293.76,7,2018-07-02,Summer,Group/Family,1,0
City Hotel,0,156,2017,October,5,21,2,1,1,0,0,HB,FIN,Direct,TA/TO,1,0,5,C,A,1,No Deposit,0,0,0,Transient-Party,101.77,0,2,Check-Out,2017-04-10,1,3,305.31,10,2017-10-21,Autumn,Leisure,1,1
City Hotel,1,40,2018,July,27,24,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,5,0,1,Transient,137.73,0,2,Canceled,2015-11-14,2,4,550.92,7,2018-07-24,Summer,Leisure,1,1
City Hotel,1,93,2018,October,49,24,5,2,2,0,0,HB,ESP,Online TA,GDS,0,0,0,A,A,0,No Deposit,0,0,0,Transient,85.59,0,0,Canceled,2017-05-02,2,7,599.13,10,2018-10-24,Autumn,Leisure,1,0
Resort Hotel,0,6,2018,December,3,7,2,2,2,0,0,BB,ITA,Direct,GDS,0,0,0,D,A,0,Non Refund,0,0,0,Transient,120.28,0,0,Check-Out,2016-06-03,2,4,481.12,12,2018-12-07,Winter,Last-Minute,1,0
City Hotel,0,4,2017,February,22,4,1,3,4,0,0,BB,FRA,Online TA,Direct,0,0,0,D,E,1,No Deposit,6,0,0,Contract,62.82,1,1,Check-Out,2018-03-12,4,4,251.28,2,2017-02-04,Winter,Group/Family,1,1
City Hotel,0,142,2018,February,47,19,5,1,2,0,0,SC,PRT,Corporate,Direct,0,0,0,E,A,0,No Deposit,7,0,0,Transient,104.62,0,1,Check-Out,2017-02-11,2,6,627.72,2,2018-02-19,Winter,Leisure,1,1
City Hotel,0,68,2017,March,26,8,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,0,0,Transient,72.62,0,0,Check-Out,2019-07-26,2,2,145.24,3,2017-03-08,Spring,Leisure,0,0
City Hotel,0,69,2017,June,43,24,0,3,2,0,0,BB,ITA,Online TA,Direct,0,0,0,D,B,1,No Deposit,1,0,0,Transient,98.3,0,3,Check-Out,2017-08-21,2,3,294.9,6,2017-06-24,Summer,Leisure,0,1
City Hotel,0,285,2016,March,19,13,5,1,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,5,0,2,Contract,81.61,0,0,Check-Out,2017-01-08,2,6,489.66,3,2016-03-13,Spring,Leisure,1,0
Resort Hotel,1,32,2018,November,46,26,2,4,4,0,0,BB,DEU,Online TA,TA/TO,0,3,0,A,F,1,No Deposit,5,0,0,Transient,52.87,0,3,Canceled,2015-11-09,4,6,317.22,11,2018-11-26,Autumn,Group/Family,1,1
City Hotel,0,7,2018,January,48,21,2,4,2,0,0,SC,GBR,Corporate,TA/TO,1,0,3,A,D,0,No Deposit,7,0,0,Transient,64.76,1,1,Check-Out,2016-10-20,2,6,388.56,1,2018-01-21,Winter,Last-Minute,1,1
Resort Hotel,0,74,2018,May,32,3,0,3,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,C,A,2,No Deposit,0,0,0,Contract,84.67,0,2,Check-Out,2017-06-01,2,3,254.01,5,2018-05-03,Spring,Leisure,0,1
City Hotel,1,68,2018,April,18,5,1,2,1,0,1,BB,SWE,Online TA,Corporate,0,0,0,A,D,0,No Deposit,6,0,0,Transient,99.42,0,0,Canceled,2015-11-01,2,3,298.26,4,2018-04-05,Spring,Leisure,1,0
City Hotel,1,15,2018,December,6,20,1,5,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,7,0,0,Transient,97.75,1,2,Canceled,2019-01-13,4,6,586.5,12,2018-12-20,Winter,Group/Family,1,1
City Hotel,1,228,2018,August,9,8,2,4,1,0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,B,0,No Deposit,0,0,7,Transient,119.79,0,0,Canceled,2019-07-29,1,6,718.74,8,2018-08-08,Summer,Leisure,1,0
Resort Hotel,0,57,2017,November,27,2,1,0,2,0,0,BB,POL,Aviation,Direct,0,0,0,E,D,0,No Deposit,0,0,0,Transient,70.28,0,0,Check-Out,2015-08-12,2,1,70.28,11,2017-11-02,Autumn,Leisure,1,0
Resort Hotel,1,1,2017,December,31,27,1,1,3,1,0,BB,SWE,Offline TA/TO,Corporate,1,0,1,B,A,0,No Deposit,1,0,3,Transient,114.31,0,1,Canceled,2018-10-13,4,2,228.62,12,2017-12-27,Winter,Group/Family,1,1
City Hotel,1,26,2018,July,4,24,5,1,1,0,1,BB,PRT,Aviation,TA/TO,0,0,0,B,E,0,No Deposit,1,0,0,Transient,158.98,1,1,Canceled,2017-03-03,2,6,953.88,7,2018-07-24,Summer,Leisure,1,1
Resort Hotel,0,103,2018,May,7,10,5,7,2,0,0,BB,GBR,Online TA,TA/TO,1,0,4,C,A,1,No Deposit,1,0,0,Transient,103.75,0,1,Check-Out,2018-04-28,2,12,1245.0,5,2018-05-10,Spring,Leisure,1,1
Resort Hotel,0,11,2019,April,46,22,0,2,2,0,0,BB,IRL,Direct,Corporate,1,0,5,A,D,0,No Deposit,1,0,0,Transient,111.12,0,4,Check-Out,2017-01-06,2,2,222.24,4,2019-04-22,Spring,Leisure,0,1
City Hotel,0,123,2019,April,46,16,0,1,2,0,0,HB,DEU,Offline TA/TO,TA/TO,1,0,5,B,C,0,No Deposit,0,0,15,Transient-Party,95.1,1,0,Check-Out,2017-09-25,2,1,95.1,4,2019-04-16,Spring,Leisure,0,0
City Hotel,1,68,2017,September,22,4,4,2,3,1,0,BB,DEU,Online TA,TA/TO,0,2,0,B,E,1,No Deposit,4,0,3,Transient-Party,125.24,0,0,Canceled,2018-05-09,4,6,751.44,9,2017-09-04,Autumn,Group/Family,1,0
City Hotel,1,63,2017,February,49,27,1,6,2,3,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,4,No Deposit,0,0,15,Transient,20.0,0,0,Canceled,2018-05-29,5,7,140.0,2,2017-02-27,Winter,Group/Family,1,0
City Hotel,0,18,2018,February,28,14,2,1,3,0,0,BB,FRA,Online TA,Corporate,1,0,3,B,A,1,No Deposit,2,0,1,Transient,46.82,1,1,Check-Out,2016-09-20,3,3,140.46,2,2018-02-14,Winter,Group/Family,1,1
Resort Hotel,0,14,2017,August,10,3,3,2,3,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,1,0,0,Transient,189.08,0,0,Check-Out,2018-01-25,3,5,945.4,8,2017-08-03,Summer,Group/Family,1,0
Resort Hotel,1,24,2016,August,31,10,2,2,4,0,0,BB,GBR,Offline TA/TO,Undefined,0,0,0,A,B,2,No Deposit,3,0,0,Transient,137.23,0,4,Canceled,2018-08-26,4,4,548.92,8,2016-08-10,Summer,Group/Family,1,1
City Hotel,0,58,2019,August,46,13,0,4,4,0,0,HB,PRT,Direct,Corporate,1,1,2,F,A,0,No Deposit,1,0,0,Transient,130.78,0,1,Check-Out,2016-01-27,4,4,523.12,8,2019-08-13,Summer,Group/Family,0,1
City Hotel,0,29,2017,June,16,5,3,0,2,0,0,BB,POL,Offline TA/TO,TA/TO,1,0,3,A,A,0,No Deposit,0,0,0,Transient,144.41,0,1,Check-Out,2016-09-28,2,3,433.23,6,2017-06-05,Summer,Leisure,1,1
City Hotel,1,11,2019,October,10,22,3,6,2,0,0,HB,IRL,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,2,0,0,Transient,75.19,0,0,Canceled,2017-02-22,2,9,676.71,10,2019-10-22,Autumn,Leisure,1,0
Resort Hotel,0,76,2018,July,11,17,0,5,1,0,0,HB,CHE,Online TA,Direct,0,0,0,G,A,0,No Deposit,0,0,0,Transient-Party,141.16,0,1,Check-Out,2016-01-28,1,5,705.8,7,2018-07-17,Summer,Leisure,0,1
Resort Hotel,0,158,2018,March,10,17,4,2,2,0,0,BB,USA,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,0,0,0,Transient-Party,95.94,0,0,Check-Out,2018-01-08,2,6,575.64,3,2018-03-17,Spring,Leisure,1,0
Resort Hotel,1,28,2017,October,42,11,4,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,E,1,No Deposit,6,4,0,Transient,124.6,0,0,Canceled,2017-04-13,2,9,1121.4,10,2017-10-11,Autumn,Corporate,1,0
Resort Hotel,0,1,2017,December,35,26,1,2,1,0,0,BB,DEU,Corporate,Undefined,1,0,2,A,A,2,No Deposit,2,0,30,Transient-Party,106.12,2,4,Check-Out,2015-07-03,1,3,318.36,12,2017-12-26,Winter,Last-Minute,1,1
City Hotel,1,86,2018,February,20,19,0,2,1,2,0,BB,GBR,Corporate,TA/TO,0,0,0,D,D,0,No Deposit,5,0,3,Transient,54.71,0,0,Canceled,2019-05-24,3,2,109.42,2,2018-02-19,Winter,Group/Family,0,0
City Hotel,1,396,2017,June,44,18,1,2,2,0,2,BB,Unknown,Offline TA/TO,TA/TO,0,0,0,D,G,0,No Deposit,6,0,0,Transient,105.22,0,1,Canceled,2016-06-12,4,3,315.66,6,2017-06-18,Summer,Group/Family,1,1
City Hotel,1,222,2017,July,20,28,4,4,1,0,0,BB,ESP,Online TA,TA/TO,1,0,1,A,F,0,No Deposit,0,0,0,Transient,115.46,0,0,Canceled,2018-01-18,1,8,923.68,7,2017-07-28,Summer,Leisure,1,0
Resort Hotel,0,54,2017,March,8,17,2,3,2,1,0,BB,BEL,Online TA,Corporate,0,0,0,B,E,0,No Deposit,7,0,0,Transient,107.11,0,1,Check-Out,2018-10-20,3,5,535.55,3,2017-03-17,Spring,Group/Family,1,1
City Hotel,1,205,2017,November,32,11,1,1,1,0,0,BB,PRT,Online TA,TA/TO,1,0,3,A,D,0,No Deposit,0,0,0,Transient,69.14,0,0,Canceled,2019-02-08,1,2,138.28,11,2017-11-11,Autumn,Leisure,1,0
City Hotel,0,106,2017,May,49,15,1,1,1,3,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,0,0,Transient,94.45,0,0,Check-Out,2015-08-26,4,2,188.9,5,2017-05-15,Spring,Group/Family,1,0
City Hotel,1,236,2018,October,13,8,1,3,2,0,1,BB,PRT,Offline TA/TO,Corporate,1,1,3,A,B,1,No Deposit,6,0,0,Transient,75.45,1,3,Canceled,2016-06-10,3,4,301.8,10,2018-10-08,Autumn,Group/Family,1,1
Resort Hotel,1,13,2017,September,51,12,5,4,2,0,1,BB,GBR,Online TA,TA/TO,0,0,0,D,A,4,No Deposit,5,0,1,Transient,172.59,1,3,Canceled,2017-08-24,3,9,1553.31,9,2017-09-12,Autumn,Group/Family,1,1
City Hotel,1,53,2016,August,19,17,4,5,1,0,0,BB,PRT,Direct,GDS,0,0,0,A,C,0,No Deposit,6,0,0,Transient,118.48,0,0,Canceled,2017-02-14,1,9,1066.32,8,2016-08-17,Summer,Leisure,1,0
City Hotel,1,55,2018,April,10,26,2,4,2,0,0,BB,ESP,Online TA,TA/TO,1,0,5,D,A,0,No Deposit,8,0,0,Transient,122.48,1,1,Canceled,2017-12-19,2,6,734.88,4,2018-04-26,Spring,Leisure,1,1
City Hotel,0,100,2019,April,34,24,3,3,2,0,0,BB,CHE,Offline TA/TO,Direct,0,0,0,C,C,0,No Deposit,8,0,0,Contract,76.43,1,1,Check-Out,2016-08-26,2,6,458.58,4,2019-04-24,Spring,Leisure,1,1
Resort Hotel,1,2,2017,February,35,5,1,2,2,0,0,BB,IRL,Offline TA/TO,TA/TO,1,0,1,F,E,0,No Deposit,2,0,0,Transient,95.76,0,0,Canceled,2015-11-27,2,3,287.28,2,2017-02-05,Winter,Last-Minute,1,0
