hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,88,2016,February,20,25,1,3,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,1,No Deposit,1.0,,0,Transient,75.59,1,1,Canceled,2019-03-22
City Hotel,0,12,2017,May,19,23,4,5,2,0.0,0,SC,GBR,Online TA,TA/TO,1,0,4,D,A,0,No Deposit,1.0,0.0,0,Transient,78.43,1,2,Check-Out,2019-02-28
Resort Hotel,0,6,2018,April,35,21,1,2,1,0.0,0,HB,AUT,Groups,TA/TO,0,1,0,A,A,1,No Deposit,9.0,0.0,0,Transient,80.52,0,2,No-Show,2016-08-28
City Hotel,1,59,2018,October,10,6,1,4,2,2.0,0,BB,BRA,Online TA,Corporate,0,0,0,A,A,1,No Deposit,0.0,,0,Transient,78.08,0,0,Canceled,2018-06-26
Resort Hotel,1,7,2018,June,22,25,2,2,3,0.0,0,BB,CHN,Online TA,TA/TO,1,0,1,C,A,0,No Deposit,9.0,,0,Transient,127.48,0,0,Canceled,2016-09-22
Resort Hotel,0,5,2016,October,43,15,2,5,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,B,A,0,No Deposit,1.0,,0,Transient,99.05,0,0,Check-Out,2016-03-25
City Hotel,0,39,2018,April,28,20,5,1,1,1.0,0,SC,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,68.84,0,1,Check-Out,2016-01-22
City Hotel,1,8,2019,July,12,2,1,3,2,0.0,0,HB,Unknown,Online TA,Undefined,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,117.1,0,0,Canceled,2015-09-03
City Hotel,0,41,2017,September,6,16,5,3,2,0.0,0,BB,ITA,Corporate,Direct,0,0,0,E,D,2,No Deposit,2.0,,0,Contract,105.76,0,0,Check-Out,2016-12-05
City Hotel,1,41,2018,August,44,5,4,1,2,0.0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0.0,,0,Transient,164.08,0,5,Canceled,2018-09-02
City Hotel,0,52,2018,August,34,23,1,1,3,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient-Party,134.64,0,1,Check-Out,2019-04-30
City Hotel,0,54,2018,November,22,28,4,2,1,2.0,0,SC,PRT,Corporate,GDS,0,0,0,A,F,0,No Deposit,,0.0,0,Transient,53.63,1,1,Check-Out,2015-12-28
City Hotel,0,67,2018,April,23,4,3,4,3,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,,,0,Transient,48.18,1,2,Check-Out,2015-08-13
City Hotel,1,11,2019,July,38,28,4,5,1,0.0,0,HB,ITA,Online TA,TA/TO,0,1,0,E,F,0,No Deposit,7.0,,1,Transient,138.93,0,3,Canceled,2018-04-09
City Hotel,1,0,2017,November,50,1,4,4,2,0.0,0,HB,Unknown,Corporate,Corporate,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,68.31,2,1,Canceled,2017-04-09
Resort Hotel,0,14,2019,February,24,8,0,2,2,0.0,0,BB,FRA,Complementary,Corporate,0,0,0,A,D,0,No Deposit,1.0,,3,Transient,82.05,0,0,Check-Out,2016-08-02
City Hotel,0,49,2017,February,40,21,4,1,2,2.0,0,BB,POL,Direct,TA/TO,0,0,0,A,D,0,No Deposit,4.0,,0,Transient-Party,80.6,0,0,Check-Out,2018-07-11
City Hotel,0,114,2017,May,19,10,2,3,2,0.0,0,BB,NLD,Groups,TA/TO,0,0,0,B,D,0,Non Refund,1.0,,0,Transient-Party,74.92,0,1,Check-Out,2016-03-29
City Hotel,1,44,2016,August,20,15,2,2,1,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,B,G,1,No Deposit,0.0,,0,Transient,119.45,0,1,Canceled,2018-02-26
Resort Hotel,0,11,2018,May,40,2,1,3,4,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient,104.87,1,0,Check-Out,2019-01-13
City Hotel,1,45,2018,April,30,19,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,4,A,D,0,No Deposit,1.0,,0,Transient,126.17,0,2,Canceled,2018-04-23
Resort Hotel,1,39,2017,July,29,12,0,2,4,1.0,0,BB,FRA,Groups,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,5,Group,121.46,0,1,Canceled,2019-03-09
Resort Hotel,0,18,2017,August,24,10,1,5,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0.0,,0,Transient,143.22,0,4,Check-Out,2018-02-08
City Hotel,1,87,2019,May,41,12,2,3,2,0.0,0,BB,AUT,Offline TA/TO,Corporate,0,0,0,B,A,0,No Deposit,,,3,Transient-Party,106.73,0,0,Canceled,2017-04-01
Resort Hotel,0,1,2019,May,47,26,0,3,2,0.0,0,BB,BEL,Online TA,Direct,0,0,0,A,B,2,No Deposit,0.0,,0,Transient,117.17,0,0,Check-Out,2017-12-08
City Hotel,1,24,2018,August,38,21,2,1,2,3.0,0,HB,POL,Online TA,TA/TO,0,1,0,A,B,0,No Deposit,,,0,Transient,125.01,0,3,Canceled,2016-05-02
City Hotel,0,15,2018,December,24,27,3,2,1,0.0,0,BB,PRT,Direct,TA/TO,1,0,2,A,B,1,No Deposit,1.0,,0,Transient,48.25,0,0,Check-Out,2016-10-22
City Hotel,0,436,2018,September,46,20,0,4,2,2.0,0,BB,NLD,Online TA,Direct,1,0,5,D,B,0,Non Refund,3.0,,0,Transient,104.77,1,0,Check-Out,2019-04-30
City Hotel,0,268,2017,October,19,25,2,3,1,0.0,0,BB,FRA,Online TA,TA/TO,1,0,1,C,A,4,No Deposit,0.0,,0,Transient-Party,121.3,0,0,Check-Out,2015-08-22
City Hotel,0,129,2019,June,32,9,2,2,2,0.0,0,HB,USA,Offline TA/TO,TA/TO,0,0,0,G,B,1,No Deposit,,,0,Transient,96.13,0,2,Check-Out,2017-05-07
Resort Hotel,1,69,2017,May,33,8,3,6,2,0.0,0,BB,IRL,Online TA,Corporate,0,1,0,C,A,0,No Deposit,4.0,,1,Transient,122.14,0,0,Canceled,2019-07-05
City Hotel,0,12,2018,July,7,2,2,1,1,1.0,1,BB,GBR,Online TA,TA/TO,1,0,5,E,A,0,No Deposit,2.0,,0,Transient,97.92,0,0,Check-Out,2016-01-12
City Hotel,0,156,2017,October,5,21,2,1,1,0.0,0,HB,FIN,Direct,TA/TO,1,0,5,C,A,1,No Deposit,0.0,,0,Transient-Party,101.77,0,2,Check-Out,2017-04-10
City Hotel,1,40,2018,July,27,24,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,5.0,,1,Transient,137.73,0,2,Canceled,2015-11-14
City Hotel,1,93,2018,October,49,24,5,2,2,0.0,0,HB,ESP,Online TA,GDS,0,0,0,A,A,0,No Deposit,0.0,,0,Transient,85.59,0,0,Canceled,2017-05-02
Resort Hotel,0,6,2018,December,3,7,2,2,2,0.0,0,BB,ITA,Direct,GDS,0,0,0,D,A,0,Non Refund,0.0,,0,Transient,120.28,0,0,Check-Out,2016-06-03
City Hotel,0,4,2017,February,22,4,1,3,4,0.0,0,BB,FRA,Online TA,Direct,0,0,0,D,E,1,No Deposit,6.0,,0,Contract,62.82,1,1,Check-Out,2018-03-12
City Hotel,0,142,2018,February,47,19,5,1,2,0.0,0,SC,PRT,Corporate,Direct,0,0,0,E,A,0,No Deposit,7.0,,0,Transient,104.62,0,1,Check-Out,2017-02-11
City Hotel,0,68,2017,March,26,8,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,,,0,Transient,72.62,0,0,Check-Out,2019-07-26
City Hotel,0,69,2017,June,43,24,0,3,2,0.0,0,BB,ITA,Online TA,Direct,0,0,0,D,B,1,No Deposit,1.0,,0,Transient,98.3,0,3,Check-Out,2017-08-21
City Hotel,0,285,2016,March,19,13,5,1,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,5.0,,2,Contract,81.61,0,0,Check-Out,2017-01-08
Resort Hotel,1,32,2018,November,46,26,2,4,4,0.0,0,BB,DEU,Online TA,TA/TO,0,3,0,A,F,1,No Deposit,5.0,,0,Transient,52.87,0,3,Canceled,2015-11-09
City Hotel,0,7,2018,January,48,21,2,4,2,0.0,0,SC,GBR,Corporate,TA/TO,1,0,3,A,D,0,No Deposit,7.0,,0,Transient,64.76,1,1,Check-Out,2016-10-20
Resort Hotel,0,74,2018,May,32,3,0,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,C,A,2,No Deposit,0.0,,0,Contract,84.67,0,2,Check-Out,2017-06-01
City Hotel,1,68,2018,April,18,5,1,2,1,0.0,1,BB,SWE,Online TA,Corporate,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,99.42,0,0,Canceled,2015-11-01
City Hotel,1,15,2018,December,6,20,1,5,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,7.0,,0,Transient,97.75,1,2,Canceled,2019-01-13
City Hotel,1,228,2018,August,9,8,2,4,1,0.0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,B,0,No Deposit,,,7,Transient,119.79,0,0,Canceled,2019-07-29
Resort Hotel,0,57,2017,November,27,2,1,0,2,0.0,0,BB,POL,Aviation,Direct,0,0,0,E,D,0,No Deposit,0.0,,0,Transient,70.28,0,0,Check-Out,2015-08-12
Resort Hotel,1,1,2017,December,31,27,1,1,3,1.0,0,BB,SWE,Offline TA/TO,Corporate,1,0,1,B,A,0,No Deposit,1.0,,3,Transient,114.31,0,1,Canceled,2018-10-13
City Hotel,1,26,2018,July,4,24,5,1,1,0.0,1,BB,PRT,Aviation,TA/TO,0,0,0,B,E,0,No Deposit,1.0,,0,Transient,158.98,1,1,Canceled,2017-03-03
Resort Hotel,0,103,2018,May,7,10,5,7,2,0.0,0,BB,GBR,Online TA,TA/TO,1,0,4,C,A,1,No Deposit,1.0,,0,Transient,103.75,0,1,Check-Out,2018-04-28
Resort Hotel,0,11,2019,April,46,22,0,2,2,0.0,0,BB,IRL,Direct,Corporate,1,0,5,A,D,0,No Deposit,1.0,,0,Transient,111.12,0,4,Check-Out,2017-01-06
City Hotel,0,123,2019,April,46,16,0,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,1,0,5,B,C,0,No Deposit,0.0,,15,Transient-Party,95.1,1,0,Check-Out,2017-09-25
City Hotel,1,68,2017,September,22,4,4,2,3,1.0,0,BB,DEU,Online TA,TA/TO,0,2,0,B,E,1,No Deposit,4.0,,3,Transient-Party,125.24,0,0,Canceled,2018-05-09
City Hotel,1,63,2017,February,49,27,1,6,2,3.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,4,No Deposit,,0.0,15,Transient,20.0,0,0,Canceled,2018-05-29
City Hotel,0,18,2018,February,28,14,2,1,3,0.0,0,BB,FRA,Online TA,Corporate,1,0,3,B,A,1,No Deposit,2.0,,1,Transient,46.82,1,1,Check-Out,2016-09-20
Resort Hotel,0,14,2017,August,10,3,3,2,3,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient,189.08,0,0,Check-Out,2018-01-25
Resort Hotel,1,24,2016,August,31,10,2,2,4,0.0,0,BB,GBR,Offline TA/TO,Undefined,0,0,0,A,B,2,No Deposit,3.0,,0,Transient,137.23,0,4,Canceled,2018-08-26
City Hotel,0,58,2019,August,46,13,0,4,4,0.0,0,HB,PRT,Direct,Corporate,1,1,2,F,A,0,No Deposit,1.0,0.0,0,Transient,130.78,0,1,Check-Out,2016-01-27
City Hotel,0,29,2017,June,16,5,3,0,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,1,0,3,A,A,0,No Deposit,0.0,,0,Transient,144.41,0,1,Check-Out,2016-09-28
City Hotel,1,11,2019,October,10,22,3,6,2,0.0,0,HB,IRL,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,2.0,0.0,0,Transient,75.19,0,0,Canceled,2017-02-22
Resort Hotel,0,76,2018,July,11,17,0,5,1,0.0,0,HB,CHE,Online TA,Direct,0,0,0,G,A,0,No Deposit,,,0,Transient-Party,141.16,0,1,Check-Out,2016-01-28
Resort Hotel,0,158,2018,March,10,17,4,2,2,0.0,0,BB,USA,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,95.94,0,0,Check-Out,2018-01-08
Resort Hotel,1,28,2017,October,42,11,4,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,E,1,No Deposit,6.0,4.0,0,Transient,124.6,0,0,Canceled,2017-04-13
Resort Hotel,0,1,2017,December,35,26,1,2,1,0.0,0,BB,DEU,Corporate,Undefined,1,0,2,A,A,2,No Deposit,2.0,,30,Transient-Party,106.12,2,4,Check-Out,2015-07-03
City Hotel,1,86,2018,February,20,19,0,2,1,2.0,0,BB,GBR,Corporate,TA/TO,0,0,0,D,D,0,No Deposit,5.0,,3,Transient,54.71,0,0,Canceled,2019-05-24
City Hotel,1,396,2017,June,44,18,1,2,2,0.0,2,BB,Unknown,Offline TA/TO,TA/TO,0,0,0,D,G,0,No Deposit,6.0,,0,Transient,105.22,0,1,Canceled,2016-06-12
City Hotel,1,222,2017,July,20,28,4,4,1,0.0,0,BB,ESP,Online TA,TA/TO,1,0,1,A,F,0,No Deposit,0.0,,0,Transient,115.46,0,0,Canceled,2018-01-18
Resort Hotel,0,54,2017,March,8,17,2,3,2,1.0,0,BB,BEL,Online TA,Corporate,0,0,0,B,E,0,No Deposit,7.0,,0,Transient,107.11,0,1,Check-Out,2018-10-20
City Hotel,1,205,2017,November,32,11,1,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,3,A,D,0,No Deposit,0.0,0.0,0,Transient,69.14,0,0,Canceled,2019-02-08
City Hotel,0,106,2017,May,49,15,1,1,1,3.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0.0,,0,Transient,94.45,0,0,Check-Out,2015-08-26
City Hotel,1,236,2018,October,13,8,1,3,2,0.0,1,BB,PRT,Offline TA/TO,Corporate,1,1,3,A,B,1,No Deposit,6.0,,0,Transient,75.45,1,3,Canceled,2016-06-10
Resort Hotel,1,13,2017,September,51,12,5,4,2,0.0,1,BB,GBR,Online TA,TA/TO,0,0,0,D,A,4,No Deposit,5.0,,1,Transient,172.59,1,3,Canceled,2017-08-24
City Hotel,1,53,2016,August,19,17,4,5,1,0.0,0,BB,PRT,Direct,GDS,0,0,0,A,C,0,No Deposit,6.0,,0,Transient,118.48,0,0,Canceled,2017-02-14
City Hotel,1,55,2018,April,10,26,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,1,0,5,D,A,0,No Deposit,8.0,,0,Transient,122.48,1,1,Canceled,2017-12-19
City Hotel,0,100,2019,April,34,24,3,3,2,0.0,0,BB,CHE,Offline TA/TO,Direct,0,0,0,C,C,0,No Deposit,8.0,,0,Contract,76.43,1,1,Check-Out,2016-08-26
Resort Hotel,1,2,2017,February,35,5,1,2,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,1,0,1,F,E,0,No Deposit,2.0,,0,Transient,95.76,0,0,Canceled,2015-11-27
Resort Hotel,1,245,2017,May,26,4,2,6,1,0.0,0,BB,PRT,Online TA,TA/TO,1,2,3,A,A,0,No Deposit,1.0,,0,Transient-Party,106.2,0,0,Canceled,2019-07-23
City Hotel,0,4,2018,June,25,24,4,5,2,0.0,0,BB,IRL,Corporate,TA/TO,0,0,0,A,B,3,No Deposit,1.0,2.0,0,Transient,81.21,0,0,Check-Out,2016-02-18
Resort Hotel,0,77,2019,October,36,24,1,4,2,1.0,0,BB,ITA,Offline TA/TO,Direct,0,1,0,D,E,0,No Deposit,,,0,Transient,86.59,0,4,Check-Out,2018-12-26
City Hotel,1,125,2018,June,36,11,3,2,1,0.0,0,HB,DEU,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0.0,,0,Transient,127.45,0,1,Canceled,2016-03-11
City Hotel,1,206,2018,September,15,8,2,6,2,0.0,2,BB,GBR,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,89.05,1,2,Canceled,2018-05-27
Resort Hotel,0,83,2017,July,23,16,2,2,2,3.0,0,FB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,0.0,,5,Transient-Party,78.48,1,0,Check-Out,2017-05-05
City Hotel,0,34,2018,October,22,16,0,3,2,0.0,0,BB,FRA,Online TA,Direct,0,0,0,F,B,1,No Deposit,7.0,,2,Transient,48.82,0,2,Check-Out,2019-01-21
Resort Hotel,0,7,2016,December,26,3,4,2,4,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,2.0,,0,Transient,92.17,0,1,Check-Out,2016-09-25
Resort Hotel,1,20,2018,May,46,12,3,4,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,E,A,0,Refundable,2.0,,3,Transient,80.91,0,2,Canceled,2016-11-04
City Hotel,0,252,2018,November,25,24,0,5,2,1.0,0,HB,RUS,Online TA,TA/TO,0,0,0,G,A,0,No Deposit,6.0,,0,Transient,71.17,0,2,Check-Out,2017-03-09
City Hotel,0,1,2019,August,33,13,2,3,1,1.0,0,BB,GBR,Groups,TA/TO,0,3,0,A,A,0,No Deposit,0.0,,3,Transient-Party,146.81,0,0,Check-Out,2016-01-06
City Hotel,0,1,2017,October,43,1,3,3,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,C,0,Refundable,1.0,,0,Transient,97.6,0,2,Check-Out,2016-03-11
City Hotel,0,29,2016,August,24,4,3,6,2,1.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0.0,,0,Transient,142.51,1,0,Check-Out,2018-11-26
City Hotel,0,56,2018,July,48,21,0,1,1,0.0,0,BB,SWE,Online TA,Corporate,0,0,0,A,A,0,No Deposit,,,2,Transient,160.55,1,3,Check-Out,2018-04-11
Resort Hotel,0,28,2018,April,17,6,2,2,1,0.0,0,BB,CHN,Online TA,Corporate,1,0,1,E,G,1,Refundable,1.0,,15,Transient,128.36,1,0,Check-Out,2018-03-01
City Hotel,1,209,2018,February,1,5,1,3,2,0.0,0,BB,Unknown,Corporate,Corporate,0,1,0,E,A,1,No Deposit,1.0,0.0,3,Transient,45.94,0,0,Canceled,2016-03-08
Resort Hotel,0,20,2017,July,47,5,2,4,2,0.0,1,BB,PRT,Direct,Undefined,0,0,0,D,A,1,No Deposit,0.0,0.0,0,Contract,152.39,0,0,Check-Out,2017-03-12
City Hotel,1,218,2017,December,41,21,2,4,3,0.0,0,SC,PRT,Direct,TA/TO,1,1,1,A,D,0,No Deposit,0.0,,0,Transient,91.42,0,1,Canceled,2015-12-03
Resort Hotel,1,42,2018,September,27,25,0,3,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,B,A,2,No Deposit,0.0,,1,Transient,101.12,2,3,Canceled,2018-07-06
City Hotel,1,108,2017,June,33,10,1,1,2,0.0,0,BB,ESP,Offline TA/TO,Corporate,0,0,0,C,G,0,No Deposit,2.0,,0,Transient,94.01,0,4,Canceled,2018-06-02
City Hotel,1,86,2019,October,7,26,3,2,3,1.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,D,1,No Deposit,,,30,Group,52.47,1,1,Canceled,2018-09-26
City Hotel,0,77,2018,September,10,19,3,1,1,0.0,0,BB,NOR,Direct,TA/TO,1,0,1,A,F,1,No Deposit,2.0,,7,Transient,98.97,0,1,Check-Out,2017-12-23
City Hotel,0,40,2018,May,49,18,1,1,4,2.0,0,BB,FRA,Direct,TA/TO,0,2,0,B,A,0,Non Refund,10.0,,0,Transient,102.89,0,0,Check-Out,2019-05-15
Resort Hotel,1,240,2018,January,2,26,1,1,3,0.0,2,Undefined,PRT,Online TA,Corporate,1,0,1,A,A,1,No Deposit,4.0,,0,Transient-Party,93.59,0,1,Canceled,2016-01-31
City Hotel,1,89,2018,March,52,2,3,2,2,2.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,B,0,No Deposit,10.0,0.0,0,Transient-Party,119.3,0,1,Canceled,2016-06-19
City Hotel,0,9,2017,November,22,16,1,2,2,0.0,0,BB,DEU,Offline TA/TO,GDS,0,0,0,A,A,1,No Deposit,5.0,,0,Transient,85.83,0,3,Check-Out,2018-08-29
City Hotel,1,0,2019,October,21,15,3,4,1,1.0,0,BB,PRT,Direct,TA/TO,0,0,0,D,A,0,No Deposit,2.0,,0,Transient,93.16,0,1,Canceled,2019-05-12
City Hotel,0,2,2017,May,34,24,1,0,3,0.0,0,BB,FIN,Direct,Direct,0,0,0,D,A,0,Refundable,0.0,,0,Transient,126.68,1,4,Check-Out,2017-10-10
Resort Hotel,0,29,2018,May,39,5,5,5,2,0.0,0,HB,PRT,Direct,GDS,1,0,4,D,D,4,No Deposit,0.0,,0,Transient,139.22,0,0,Check-Out,2017-05-15
Resort Hotel,1,210,2017,October,25,21,2,7,3,0.0,0,BB,FRA,Corporate,TA/TO,1,0,1,A,A,0,No Deposit,2.0,,0,Transient,84.92,0,0,Canceled,2019-06-01
Resort Hotel,0,24,2018,December,6,22,0,6,2,0.0,0,BB,GBR,Direct,TA/TO,1,0,1,A,A,3,No Deposit,,,0,Group,89.17,0,3,Check-Out,2019-03-09
City Hotel,1,20,2017,October,17,9,0,2,1,0.0,0,BB,FRA,Direct,Corporate,1,0,2,A,G,0,No Deposit,2.0,,0,Transient,98.89,0,1,Canceled,2018-12-25
City Hotel,0,86,2017,August,38,23,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,107.98,0,1,Check-Out,2016-06-25
Resort Hotel,1,188,2019,May,43,5,3,3,3,0.0,0,BB,DEU,Online TA,GDS,0,1,0,A,A,0,No Deposit,7.0,,0,Transient,112.48,1,1,Canceled,2018-01-17
City Hotel,0,21,2017,July,17,5,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,1,3,3,F,A,2,No Deposit,1.0,,0,Transient,128.77,0,1,Check-Out,2019-03-04
Resort Hotel,1,21,2018,May,45,26,0,2,2,0.0,0,BB,PRT,Direct,GDS,0,0,0,E,A,0,No Deposit,0.0,,0,Transient,120.39,0,2,Canceled,2015-07-22
Resort Hotel,0,13,2019,October,42,9,0,3,3,0.0,0,BB,GBR,Aviation,Corporate,0,2,0,A,C,2,No Deposit,,,0,Transient,117.86,0,0,Check-Out,2016-02-03
Resort Hotel,0,115,2016,June,35,9,1,2,2,0.0,0,BB,PRT,Online TA,GDS,0,0,0,A,B,2,No Deposit,4.0,,7,Transient,112.94,0,2,Check-Out,2017-12-30
City Hotel,0,110,2018,October,1,2,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,3,0,F,A,0,Non Refund,5.0,,0,Transient,93.78,0,1,Check-Out,2016-03-12
City Hotel,1,88,2017,June,36,7,4,3,2,1.0,0,BB,Unknown,Offline TA/TO,TA/TO,0,0,0,G,C,0,No Deposit,10.0,,0,Transient,96.71,0,2,Canceled,2018-12-29
Resort Hotel,0,80,2016,October,28,26,2,0,3,0.0,0,BB,BEL,Corporate,Corporate,1,0,1,B,A,3,No Deposit,3.0,,0,Transient,119.81,0,5,Check-Out,2018-10-07
City Hotel,0,224,2018,June,46,1,4,5,2,0.0,0,HB,NOR,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,3.0,,30,Transient-Party,109.11,0,2,Check-Out,2016-10-10
City Hotel,1,500,2019,July,20,20,1,1,1,0.0,0,BB,DEU,Corporate,Corporate,1,0,1,A,D,0,No Deposit,4.0,,3,Transient-Party,139.39,3,0,Canceled,2018-08-04
City Hotel,0,75,2016,August,47,2,1,7,4,1.0,0,BB,IRL,Online TA,Corporate,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.61,0,0,Check-Out,2017-12-15
Resort Hotel,0,8,2018,February,38,26,4,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,3,D,G,0,Non Refund,5.0,,0,Transient,45.05,0,1,Check-Out,2018-03-11
Resort Hotel,1,40,2018,December,7,25,2,2,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,1,0,A,A,0,No Deposit,,0.0,0,Transient-Party,99.36,1,1,Canceled,2016-01-15
City Hotel,0,128,2019,August,13,12,2,1,3,0.0,0,BB,PRT,Online TA,Corporate,0,1,0,D,A,0,No Deposit,0.0,,0,Transient,109.93,0,1,Check-Out,2018-11-01
City Hotel,1,122,2016,July,52,6,2,3,2,1.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,E,D,0,No Deposit,7.0,,1,Transient,140.26,1,3,Canceled,2019-01-18
City Hotel,1,289,2018,October,31,20,2,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0.0,,0,Transient,105.42,0,1,Canceled,2019-03-02
Resort Hotel,0,49,2018,November,5,19,2,6,3,1.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient,91.1,0,1,Check-Out,2018-02-16
City Hotel,1,23,2018,July,20,16,2,5,1,0.0,0,BB,NOR,Online TA,GDS,0,0,0,D,A,1,No Deposit,0.0,,0,Transient,113.72,0,1,Canceled,2017-06-06
City Hotel,0,81,2019,November,33,4,0,1,3,1.0,0,SC,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,63.05,0,0,No-Show,2017-04-04
Resort Hotel,1,92,2019,February,36,18,3,2,1,1.0,0,HB,PRT,Online TA,Direct,0,0,0,D,A,0,No Deposit,5.0,,0,Transient,95.35,0,1,Canceled,2016-06-24
Resort Hotel,0,287,2016,March,29,5,0,2,1,1.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,2,D,C,0,Non Refund,5.0,,0,Transient,100.31,0,2,Check-Out,2016-09-21
Resort Hotel,1,11,2018,August,15,25,1,4,3,0.0,0,BB,PRT,Aviation,Corporate,0,2,0,A,E,0,No Deposit,1.0,,0,Contract,135.44,0,2,Canceled,2019-02-01
Resort Hotel,0,4,2017,June,20,22,3,2,1,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,7.0,0.0,0,Transient-Party,130.42,0,2,Check-Out,2018-04-28
City Hotel,0,109,2017,July,27,18,2,4,4,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,E,0,No Deposit,4.0,,0,Transient,149.69,0,4,Check-Out,2017-01-22
City Hotel,0,144,2018,June,52,6,5,6,1,0.0,0,BB,BEL,Offline TA/TO,TA/TO,1,0,4,G,E,0,No Deposit,2.0,3.0,0,Transient,116.35,0,2,Check-Out,2016-10-12
Resort Hotel,0,14,2017,June,29,25,1,3,3,2.0,0,BB,PRT,Direct,Corporate,0,1,0,A,A,0,No Deposit,,0.0,0,Transient-Party,112.21,1,2,Check-Out,2019-04-12
Resort Hotel,1,44,2018,October,28,14,4,5,4,0.0,0,BB,PRT,Online TA,Direct,1,1,2,B,B,0,No Deposit,,,0,Transient,92.63,0,0,Canceled,2018-04-16
Resort Hotel,0,67,2019,August,39,20,2,2,2,1.0,0,HB,NOR,Corporate,TA/TO,0,0,0,A,D,1,No Deposit,1.0,,0,Transient,146.67,0,2,Check-Out,2019-06-29
